	SFC-023_S32_L002_alignment.bam	SFC-025_S33_L002_alignment.bam	SFC13_S23_L002_alignment.bam	SFC14_S17_L001_alignment.bam	SFC15-CM_S29_L002_alignment.bam	SFC16_S6_L001_alignment.bam	SFC17_S7_L001_alignment.bam	SFC-18_S20_L002_alignment.bam	SFC19_S24_L002_alignment.bam	SFC-21_S22_L002_alignment.bam	SFC22_S9_L001_alignment.bam	SFD1-CM_S28_L002_alignment.bam	SFM-10_S1_L001_alignment.bam	SFM-1_S11_L001_alignment.bam	SFM-3_S12_L001_alignment.bam	SFM-5_S2_L001_alignment.bam	SFM-6_S3_L001_alignment.bam	SFM-7_S13_L001_alignment.bam	SFM-8_S8_L001_alignment.bam	SFM9_S10_L001_alignment.bam	SFU2_S5_L001_alignment.bam	SFU-3_S21_L002_alignment.bam	SXC2_S4_L001_alignment.bam	IFC63_S16_L001_alignment.bam	IFC66_S31_L002_alignment.bam	IFD6_S1alignment.bam	IFD8_S2alignment.bam	IFM047_S10alignment.bam	IFM-049_S6alignment.bam	IFM050_S11alignment.bam	IFM054_S12alignment.bam	IFM058_S13alignment.bam	IFM060_S14alignment.bam	IFM061_S15alignment.bam	IFM12_S16alignment.bam	IFM14_S7alignment.bam	IFM21_S3alignment.bam	IFM23_S4alignment.bam	IFM24_S5alignment.bam	IFM26_S8alignment.bam	IFM27_S9alignment.bam	IFM53_S14_L001_alignment.bam	IFM56_S15alignment.bam	IFM57_S30_L002_alignment.bam
Cluster-10.406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	9457	0	1	0	0	1	1	3	0	5	0	0	0	0	0
Cluster-10.407	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	531	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.408	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	109	91	0	0	3	0	0	0	0	0	0	0	0	0	51	0	0	0
Cluster-10.409	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Cluster-10.410	0	0	0	114	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	66	182	0	57	0	0	0	0	0	0	0	0	0	180	0	0	0	0	104	0	0	0	0	0
Cluster-10.411	0	0	3	0	0	6	0	0	1	10	2	0	0	0	0	3	1	0	0	0	0	1	0	0	1	5	0	2	2	182	0	5	0	0	6	0	0	0	0	0	0	0	0	0
Cluster-10.412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	278	0	0	0	0	0	0	0	5	0
Cluster-10.413	146	1	2	114	249	88	60	59	7	89	235	0	9	138	66	250	67	2	13	0	22	206	59	5	825	2	1	0	0	4852	0	9	209	49	1	2	2	1	0	1	17	167	316	53
Cluster-10.414	0	0	6	100	36	1	0	0	0	20	0	0	28	0	99	0	0	1958	0	0	0	198	273	0	0	5	0	0	8	0	0	0	0	0	12	1	12	0	1	0	10	13	0	0
Cluster-10.415	0	0	0	0	0	32	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	6	7	4	42	0	4	3	4	29237	2	3	1461	4	97	8	0	0	0
Cluster-10.416	0	0	0	1	0	0	105	0	0	0	0	0	0	2940	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	90	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Cluster-10.417	0	0	15	2	0	0	0	0	0	0	0	0	0	0	10	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	21	0	0	0	0	0	0	0	179
Cluster-10.418	0	0	1	0	5	2	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	40	0	0	0	0	1	0	0
Cluster-10.419	75	0	1	91	107	29	41	21	1	26	113	0	9	57	31	90	21	3	501	0	10	76	13	3	68	2	3	19	0	9	36	18	91	18	0	6	3	1	0	1	0	58	115	49
Cluster-10.420	3	1	346	0	0	0	21	0	70	0	0	0	7	41	45	0	7	0	0	0	19	0	0	119	0	0	0	0	0	0	0	0	1	84	0	2	14	0	59	0	54	0	0	0
Cluster-10.421	0	0	23	14	5	127	0	2	0	164	23	0	5	0	0	2	1	3	14	0	1	8	2	0	24	143	1	22	23	58	2	14	0	2	222	16	37	3	2	7	38	3	0	4
Cluster-10.422	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.423	0	0	9	0	0	0	0	1	1	0	6	0	8	0	2	0	1	1	3	0	28	0	4	25	12	8	6	9	2	45	4	1	0	87	0	0	5	0	60	2	3	0	0	0
Cluster-10.424	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.425	16	2	3	1902	32	6	8	3	1	5	60	0	2	8	5	15	3	1	19	1	4	2955	7	9	10	1	0	0	1	5287	0	3	24	128	2	2	17	0	215	1	1	40	26	8
Cluster-10.426	1	0	2	0	0	0	0	0	0	511	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	69	2	2	1	1151	1	1	0	1	0	0	0	1	4	4	0	0	0	0
Cluster-10.427	0	0	0	0	0	0	0	0	1	710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	1	1	0	371	0	0	0	0	0	0	0	1	1	0	1	0	0	0
Cluster-10.428	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0
Cluster-10.429	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0
Cluster-10.431	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Cluster-10.432	0	0	0	0	0	0	2	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.433	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	5	0	0	0	0
Cluster-10.434	0	1	250	0	0	0	0	0	32	5	0	0	0	8	19	0	5	0	0	0	1	0	0	17	9	1	0	0	0	1	0	0	0	25	0	0	0	0	9	0	5	0	0	0
Cluster-10.435	0	27	0	0	0	0	0	0	4	0	1	0	247	0	0	0	0	0	10	0	0	0	0	0	117	135	2	7	1	1	2	14	0	0	0	0	25	0	0	0	2	8	0	0
Cluster-10.436	2	0	0	6	10	2	4	1	2	6	10	0	1	9	4	16	6	0	0	0	0	10	3	0	297	0	0	0	0	3	0	0	23	6	0	0	0	0	0	0	0	6	19	2
Cluster-10.437	1	0	281	2	1	0	1	0	34	8	7	0	0	25	17	8	4	0	0	0	3	4	1	33	28	0	0	10	0	2	2	1	0	34	0	0	0	0	16	0	9	1	0	1
Cluster-10.438	1	0	10	3	53	3	21	4	0	263	104	0	6	1	10	32	7	19	5	0	3	38	8	22	38	10	3	48	3	103	0	99	0	21	21	1	25	1	0	1	2	11	3	7
Cluster-10.439	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	6	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0
Cluster-10.440	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	4	3	0	10933	1	2	1	1	2	0	0	22	1	0	0	0	5	0
Cluster-10.441	0	0	0	0	0	0	0	0	0	2	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.442	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2573	0	0	0	0	0	1	0	1	0	1	40	0	0	0
Cluster-10.443	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	13	0	0	18	0	0	0	0	168	0	0	13	0	13	0	0	16	0	7	0	0	8	0	0
Cluster-10.444	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	1	0	0	2	0	0	0	0	14	0	0	0	0	0	0	0	0
Cluster-10.445	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	40	0	0	128	0	0	0	0	0	53	0	1	133	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.446	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	519	0	0	0	130	6	12	1	0	10	0	0	0	875	0	0	0	0	3	0	0	0	1
Cluster-10.447	4	0	0	11	56	1067	108	35	25	2	4	0	21	256	1	2	5	151	5	0	29	66	1	27	185	5	25	41	52	1764	15	93	0	71	113	25	27	12	33	26	66	95	0	0
Cluster-10.448	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	12	0	0	0	13	71	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.449	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.450	0	0	21	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	1	0	0	0	3	5	0	0	13	0	0	0	0	0	0	1	0	0	0	0	0	0
Cluster-10.451	0	0	0	0	3	0	0	0	11	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Cluster-10.452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	1	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.453	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.454	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Cluster-10.455	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	8122	0	1	0	1	0	0	0	1	0	2	6	0	0	0
Cluster-10.456	0	0	1	0	0	0	0	0	0	0	1	0	1	108	0	0	0	0	0	0	21	0	431	0	0	0	4	0	0	1	2	0	0	0	397	0	0	1	0	0	0	0	0	0
Cluster-10.457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	296	0	0	123	0	0	0	0	221	0	0	0	1	0	0	0	0
Cluster-10.458	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	1	0	0	6	1	1	4	1	0	0	2	0	8	0	0	0	0	0
Cluster-10.459	1	0	0	0	0	0	202	0	0	0	1	0	0	12	0	0	0	0	1	0	0	0	0	0	1540	2	62	1468	1	3	253	0	0	0	0	12	0	0	0	0	0	8	0	0
Cluster-10.460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	2	4	318	2	5	0	0	0	0	0	0	62	0	0	1	0	0	0
Cluster-10.461	6	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.462	0	0	0	0	0	0	0	0	1	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	1	4	0	0	0	0	0	0	0
Cluster-10.463	0	0	32	2	0	0	0	0	0	0	0	0	0	588	12	0	0	1	0	0	0	15	30	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0
Cluster-10.464	0	1	0	0	1	3	7	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	4	8	0	490	0	3	0	0	0	0	9	1	0	2	0	0	0	0
Cluster-10.465	0	0	0	0	0	19	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	9649	11	2	1	0	381	0	1	1	0	0	14	0	0	0
Cluster-10.466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	10	0	0	4	0	0	0	0	0	11	0	1	0	0	0	21	0	0	0
Cluster-10.467	0	0	0	0	0	0	0	0	3	0	22	0	1	0	0	0	0	0	2	0	0	0	1	0	1	2	2	3	0	264	1	0	0	0	0	0	8	0	0	1	1	0	0	1
Cluster-10.468	1	0	28	0	2	3	1	0	2	2	0	0	0	0	14	0	0	0	0	0	0	1	2	0	0	7	204	5299	19	14	894	1	2	1	4	0	1	4	1	0	4	1458	0	0
Cluster-10.469	0	0	0	0	0	21	602	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	2	0	1	18655	1	0	4	1	695	1	0	0	0	2	1	0	0	0
Cluster-10.470	0	0	0	0	0	3	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5600	1	0	0	0	70	1	0	0	0	0	1	0	0	0
Cluster-10.471	0	0	3	1	0	0	1	0	87	0	1	0	422	1	1	2	0	11	328	0	1692	0	0	660	0	2	44	385	263	0	195	99	0	1311	1	0	204	0	1887	0	2	2	1	0
Cluster-10.472	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
Cluster-10.473	0	0	0	0	0	0	0	0	0	1	3	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	9	0	0	0
Cluster-10.474	4401	0	0	1	2	11	0	33	1	0	50	0	0	258	4	0	0	0	0	0	0	0	0	0	8	0	0	1	0	4	0	4	0	0	0	8	0	0	0	5	244	0	0	2
Cluster-10.475	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.476	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3407	18	17	2	43	1	2	0	3	0	0	0	3	3	1	11	0	0	0
Cluster-10.477	0	0	0	0	13	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0
Cluster-10.478	0	0	0	0	0	2	0	14	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	5	0	22	0	0	0	0	18	1	0	0	0	0
Cluster-10.479	0	0	1	0	1	6	0	0	0	0	12	0	0	0	0	0	0	35	0	0	0	1	0	2	0	6	5271	2737	5	111	5853	4	0	4	1	0	1	10	2	0	7	0	0	0
Cluster-10.480	0	0	0	0	0	0	0	0	2	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	2	6	3	0	0	0	0	0	0	0	0	0	5	0	1	0	0
Cluster-10.481	0	0	0	0	0	0	0	1393	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
Cluster-10.482	1637	7	48	1044	2144	622	467	525	112	851	2072	3	101	1339	628	2729	738	39	167	0	5054	2364	480	47	1178	2	3	2	2	135	4	104	1561	412	3	9	43	1	24	2	48	1326	3311	580
Cluster-10.483	0	0	11	0	0	0	0	0	0	0	0	0	31	3	14	0	0	0	0	0	0	0	15	0	0	3	0	0	0	0	0	0	0	1	0	0	6	0	11	0	0	1	0	0
Cluster-10.484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	6	0	0	0	31	0	0	0	0	0	0	0	1	0	0	0	0
Cluster-10.485	0	0	14	1	112	9	40	12	1	257	195	0	19	3	20	6	5	33	17	0	8	5	24	29	2	46	40	133	11	328	12	11	0	29	41	0	94	4	1	29	14	18	2	10
Cluster-10.486	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	112	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.487	0	0	0	0	0	0	0	388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.488	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	2	0	0	0	0
Cluster-10.489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	6	0	7	0	0	0	0	0
Cluster-10.490	1	0	0	0	0	0	3	614	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	15	0	0	0	1	0	0	0	0	1	643	0	0	0	0	235	0	0	0
Cluster-10.491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	9	0	0	2	0	5	0	0	11	0	0
Cluster-10.492	0	0	15	0	0	0	0	0	54	0	0	0	0	0	8	0	58	3	0	0	0	0	5	0	67	0	0	1	0	7	0	0	0	0	0	0	2	0	0	5	0	0	0	0
Cluster-10.493	0	0	0	0	0	0	106	30	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	23	0	0	1	0	16	0	0	0
Cluster-10.494	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	3	0	0	0	0	0	14	0	0	0	4	0	2	3	0	6	1	0	0	0	0
Cluster-10.495	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0
Cluster-10.496	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	4	10	0	0	1	0	0	0	0	0	0	0	0	0	44	0	0	0
Cluster-10.497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	9	27	0	0	4	59	0	0	0	0	5	0	0	1	0	0	0	0
Cluster-10.498	0	0	0	0	0	0	9	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.499	0	0	0	0	0	0	24	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	26	1453	0	1	0	0	0	0	0	0	0	0	1	0	0	0
Cluster-10.500	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	88	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.501	0	0	0	0	0	0	532	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.502	0	0	0	0	0	5	0	0	0	0	2	0	2	1	0	0	0	0	1	0	3	0	0	5	8	0	3	4	0	46	0	2	0	5	9	0	10	1	3	0	17	0	0	0
Cluster-10.503	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	515	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0
Cluster-10.504	0	0	0	0	0	1	337	0	0	0	0	0	0	5	0	0	0	0	1	0	5	0	0	1	0	0	0	0	423	0	0	0	18	0	0	0	0	0	3	2	0	0	1	0
Cluster-10.505	0	0	0	1	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	919	3	0	0	3	0	0	2	0	0	1	0	0	0	0
Cluster-10.506	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.507	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	3	0	8	13	0	0	0	2	0	0	0	0	0	0	0	0	89	0	0	0
Cluster-10.508	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	11	12	0	0	3	0	0	0	0	0	5	0	0	0	11	0	0	0
Cluster-10.509	0	1	11	0	971	2	0	6	1	1	2	0	1	1	5	0	0	6	3	0	2	0	0	2	13	1	2	9	3	39	6	7	2	3	0	0	11	0	2	5	21	1	0	0
Cluster-10.510	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Cluster-10.511	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	23	0	0	0	0	0	2	0	17	0	0	0	3	0	0	3	0	0	0	0	0	0	0
Cluster-10.512	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5350	0	1	0	0	0	0	2	0	1	0	0	0	0	0
Cluster-10.513	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	2	0	164	2693	0	0	1	0	1	0	0	1	0	1	1	0	0	0
Cluster-10.514	0	0	0	285	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	16	0	0	1	0	0	0	0	43	0	0	1	1	0	0	0	0	0	0	0	1	0	0
Cluster-10.515	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	6	11	0	0	2	0	0	0	0	0	0	0	0	0	84	0	0	0
Cluster-10.516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	983	0	1	172	0	0	0	0	1	0	0	0	0	464	0	0	0
Cluster-10.517	0	0	0	0	0	0	36	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	506	0	0	0	2	0	0	0	0	2	0	0	0	0	1	0
Cluster-10.518	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.519	0	1	103	0	4	0	0	0	14	0	0	0	0	0	39	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	2938	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	6867	0	0	0	0	1	1	0	0	1	1	2	0	0	0
Cluster-10.522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.523	0	0	40	0	0	0	0	0	2	0	0	0	0	0	13	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	125	0	0	0	0
Cluster-10.524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	95	0	0	0	0	0	0	0	0	0
Cluster-10.525	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.526	0	0	0	0	0	0	0	0	0	0	1	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.527	0	0	0	0	0	0	3	0	0	0	0	0	42	0	0	0	0	0	0	0	184	0	0	283	0	0	0	0	2	0	0	1	0	353	4	0	91	1	106	0	0	80	0	0
Cluster-10.528	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.529	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.530	1	0	0	0	0	0	700	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	23	0	1	3	1	1	1	14252	0	2	7	0	0	0	1	0	1	0	3	1	1	0
Cluster-10.531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	12	78	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.532	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	7785	0	0	0	0	0	1	1	0	1	2	65	0	0	0
Cluster-10.533	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1
Cluster-10.534	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	11	0	662	0	2	0	3	3	0	4	1	33	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.535	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	838	0	0	0	0	0	0	103	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	202
Cluster-10.536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	1	13	79	6	22	162	0	0	0	0	0	0	0	0	1	1	0	0	0
Cluster-10.538	0	0	0	0	0	0	1	0	0	0	1641	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	13	0	2	0	1	0	0	1	0	1	0	0	0	0	0
Cluster-10.539	0	0	0	1	0	0	1	0	0	0	0	0	25	0	0	0	0	0	0	0	8	0	6	13	0	0	0	0	18	0	0	0	0	34	0	0	37	0	36	4	0	4	0	0
Cluster-10.540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0
Cluster-10.541	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
