	SFC-023_S32_L002_alignment.bam	SFC-025_S33_L002_alignment.bam	SFC13_S23_L002_alignment.bam	SFC14_S17_L001_alignment.bam	SFC15-CM_S29_L002_alignment.bam	SFC16_S6_L001_alignment.bam	SFC17_S7_L001_alignment.bam	SFC-18_S20_L002_alignment.bam	SFC19_S24_L002_alignment.bam	SFC-21_S22_L002_alignment.bam	SFC22_S9_L001_alignment.bam	SFD1-CM_S28_L002_alignment.bam	SFM-10_S1_L001_alignment.bam	SFM-1_S11_L001_alignment.bam	SFM-3_S12_L001_alignment.bam	SFM-5_S2_L001_alignment.bam	SFM-6_S3_L001_alignment.bam	SFM-7_S13_L001_alignment.bam	SFM-8_S8_L001_alignment.bam	SFM9_S10_L001_alignment.bam	SFU2_S5_L001_alignment.bam	SFU-3_S21_L002_alignment.bam	SXC2_S4_L001_alignment.bam	IFC63_S16_L001_alignment.bam	IFC66_S31_L002_alignment.bam	IFD6_S1alignment.bam	IFD8_S2alignment.bam	IFM047_S10alignment.bam	IFM-049_S6alignment.bam	IFM050_S11alignment.bam	IFM054_S12alignment.bam	IFM058_S13alignment.bam	IFM060_S14alignment.bam	IFM061_S15alignment.bam	IFM12_S16alignment.bam	IFM14_S7alignment.bam	IFM21_S3alignment.bam	IFM23_S4alignment.bam	IFM24_S5alignment.bam	IFM26_S8alignment.bam	IFM27_S9alignment.bam	IFM53_S14_L001_alignment.bam	IFM56_S15alignment.bam	IFM57_S30_L002_alignment.bam
Cluster-10.823	4	0	0	0	0	0	0	0	0	0	0	0	0	523	0	0	0	0	1	0	0	0	0	0	0	0	0	0	25	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
Cluster-10.824	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	1	7	39	0	0	0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
Cluster-10.825	0	0	0	0	0	0	0	0	0	1	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	1	1	0	0	0	0	1	0	0	0	0
Cluster-10.826	0	1	0	0	0	0	13	0	0	0	25	0	0	0	0	0	0	15	17	0	0	0	0	0	128	0	0	0	0	0	0	0	4	0	0	0	0	0	0	15	0	4	0	13
Cluster-10.827	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	96	0	0	0	1	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	9	0	13	0	0
Cluster-10.828	1	0	10	144	40	4	0	0	0	10	0	0	25	0	140	0	0	2552	0	0	0	219	392	1	0	2	401	533	6	1	0	1	0	1	3	8	13	117	0	1	305	3	0	0
Cluster-10.829	0	0	0	0	0	1	0	0	0	10	0	0	1	28	0	1	0	0	0	0	0	2	2	0	0	1	3	13	76	99	3	0	0	6	5	0	0	0	2	1	2	0	0	0
Cluster-10.830	0	0	0	0	0	0	0	0	0	0	0	0	2	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	11	0	0	0	0	0	0	0
Cluster-10.831	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	32	0	0	0	0	0	55	512	0	2	88	0	0	0	0	1	1	0	0	0	246	0	0	0
Cluster-10.832	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.833	0	0	181	0	0	728	0	0	27	0	68	1	0	0	229	0	0	0	16	0	0	0	0	0	2561	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Cluster-10.834	0	0	0	0	0	0	0	42	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.835	14	0	0	0	0	87	0	5	0	0	4	0	0	7	0	0	93	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	18	1	0	0	1
Cluster-10.836	0	0	99	0	0	0	0	0	4	0	0	0	0	0	43	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.837	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	3	0	0	0	0	0	0	0
Cluster-10.838	0	0	0	0	0	0	0	0	0	0	34	0	3	230	0	0	0	0	0	0	19	0	0	27	0	0	0	0	0	0	0	0	0	51	0	0	29	0	6	0	0	0	0	1
Cluster-10.839	1	0	430	0	1	386	0	0	61	0	0	2	0	0	428	0	0	0	1	0	0	1	0	0	2108	202	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1
Cluster-10.840	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	1	0
Cluster-10.841	5180	1	7	0	26	34	0	50	0	1	91	0	0	263	1	0	0	0	3	0	0	0	0	0	20	0	3	4	0	605	1	1	0	0	0	30	0	0	0	1	322	1	4	15
Cluster-10.842	0	1	76	0	0	111	0	0	9	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	1835	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Cluster-10.843	0	3	580	0	0	218	0	0	134	0	0	0	0	0	867	0	0	0	0	0	0	0	0	0	1187	141	0	0	0	0	0	2	0	2	0	0	1	0	1	0	309	0	0	0
Cluster-10.844	5	0	6	0	0	0	37	0	1	0	0	0	0	3	0	0	1	0	0	0	4	0	860	2	0	0	0	0	0	731	0	1	0	2	4	0	0	44	7	0	0	0	0	0
Cluster-10.845	0	0	403	1	1	0	3	0	32	0	0	0	0	0	161	0	0	3	8	0	0	10	25	0	0	32	3	7	1	16	13	5	0	0	1	0	0	959	0	0	1	1	0	0
Cluster-10.846	0	0	0	47	1	0	49	0	0	0	0	0	49	0	0	0	1	0	0	0	2	165	117	0	3	0	1	3	0	0	0	0	0	0	30	0	27	0	0	0	0	0	0	0
Cluster-10.847	0	1	1	0	17	2	0	0	0	1	0	4	0	0	0	0	2	0	0	0	0	1	1	0	3	4	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Cluster-10.848	0	0	11	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	5	0	0	12	0	0
Cluster-10.849	0	1	25	124	4	15	1	0	1	25	1	0	9	2	457	0	0	134	1	0	0	470	144	1	1	7	0	1	44	4	3	1	0	2	113	0	113	2	3	0	42	2	9	0
Cluster-10.850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	25	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	5
Cluster-10.851	0	0	0	0	0	4	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	5	0	0	0	0	2	0	0	25	2	2	2	0	0	0	0
Cluster-10.852	1	45	21	108	1516	12	11	3	0	2	26	0	166	2	4	75	1	19	20	0	62	12	6	168	4	30	36	225	3055	56	87	340	2	861	31	4	18	5	455	484	719	84	0	4
Cluster-10.853	0	0	0	19	0	0	200	0	0	0	632	0	1	0	0	14	0	0	531	0	0	117	221	1	0	0	0	0	0	1	0	550	45	4	12	0	0	0	8	8	0	0	0	1
Cluster-10.854	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	26	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0
Cluster-10.855	0	0	0	0	0	4	0	3	0	0	0	0	21	0	0	0	0	0	1	0	0	0	38	0	0	0	8	6	0	0	10	0	0	0	0	0	49	27	0	2	0	0	0	0
Cluster-10.856	0	0	0	0	0	4	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	9	0	0	0	10	6	0	0	3	0	0	0	0	0	31	13	0	5	0	0	0	0
Cluster-10.857	0	0	0	0	0	1235	470	0	0	96	0	2	0	0	0	0	0	0	0	0	3	0	0	0	1131	279	0	0	1	7	0	0	0	1	0	3878	0	0	0	0	1	0	0	0
Cluster-10.858	0	3	0	0	0	0	293	0	0	0	1	0	1	0	0	0	19	3	0	0	0	0	0	0	0	0	3	6	0	0	7	0	0	5	0	0	0	0	29	0	10	0	0	0
Cluster-10.859	0	0	0	0	0	0	259	0	0	0	1	0	0	0	0	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Cluster-10.860	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	3	0	0	124	0	1	0	0	9	0	40	0	0	0	0	2	0	1	0	1	0	0	0
Cluster-10.861	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	23	0	0	0	0	17	0	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0
Cluster-10.862	0	0	0	0	3	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	4	0	0	0	1	23	0	0	6	0	0	0	0	0	46	6	0	2	0	0	0	0
Cluster-10.863	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	10	0	0	0	2	2	0	0	2	0	0	0	0	0	4	5	0	0	0	0	0	0
Cluster-10.864	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	16	4	0	2	0	0	0	0
Cluster-10.865	0	0	23	1	0	0	0	0	0	0	2	0	1	27	15	0	0	0	0	0	1	13	13	8	0	0	0	0	0	0	0	6	0	3	0	0	5	0	8	5	0	1	0	0
Cluster-10.866	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	1	11	0	0	4	2	0	0	0	0	14	14	0	1	0	0	0	0
Cluster-10.867	0	0	0	0	0	0	0	2	103	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	701	0	0	0	0	0	0	1	0	0	2	0	0	0	0
Cluster-10.868	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	45	0	0	0	0	39	17	8	0	0	5	0	0	0	0	0	9	6	0	30	1	3	0	2	3	0	0
Cluster-10.869	0	0	0	12	0	1	29	0	0	0	2	0	0	1	16	0	0	0	14	0	0	0	0	0	238	4	25	311	0	2	310	2	63	0	1	2	0	1	0	0	4	1	0	0
Cluster-10.870	0	0	194	18	0	0	0	0	0	0	0	0	0	120	169	0	0	0	0	0	0	146	297	0	0	53	0	0	0	0	0	0	0	0	0	42	0	0	0	225	0	0	0	0
Cluster-10.871	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	655	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.872	0	0	0	0	0	4	0	0	0	0	0	0	24	216	0	0	0	18	0	0	0	0	0	24	0	0	37	136	13	43	53	0	3	363	55	0	45	0	517	0	1	2	0	0
Cluster-10.873	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	14	0	0	2	0	0	0	0	0	0	0	0	0	50	0	0	0	0	8	0	0	0	0	0
Cluster-10.874	0	0	1	4	0	0	1	0	0	0	0	0	2	3	0	2	3	0	5	0	0	61	2	0	2	1	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.875	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	37	32	2	0	0	0	0	213	0	1	1	0	4	1	0	0	0	213	0	0	36	0	9	0	0	4	0	2
Cluster-10.876	0	0	0	0	1	0	0	0	0	0	5	0	10	1	0	0	33	23	6	0	0	0	0	88	10	1	1	1	2	30	0	0	0	117	1	0	32	0	10	2	0	0	0	0
Cluster-10.877	0	0	0	0	0	3	0	0	0	0	8	0	16	486	0	0	0	4	0	0	13	0	0	27	0	0	19	83	1	37	36	0	0	191	20	0	26	0	213	0	0	3	0	0
Cluster-10.878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	1	0	6	0	0	33	0	0	4	0	59	0	5	5	0	0
Cluster-10.879	0	0	1	0	0	149	0	13	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	27	0	4	0	0
Cluster-10.880	0	0	0	0	0	0	0	18	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	205	0	0	0	0	2	0	9	0	14	0	0	0	0	20	0	0	1	0	0
Cluster-10.881	0	0	2	2	0	26	0	0	0	0	16	0	141	0	7	0	0	0	6	0	0	0	0	10	0	0	0	2	0	0	20	1	0	233	0	10	5	3	9	2	14	104	0	0
Cluster-10.882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0
Cluster-10.883	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	20	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Cluster-10.884	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	88	0	1	0	0	4	0	0	1	2	1	0	0	19	0	5	0	0	1	0	12	0	2	2	0	0
Cluster-10.885	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	50	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	3	0	0
Cluster-10.886	0	19	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	23	0	0	32	0	11	0	0	297	0	1	0	0	218	0	0	0	0	93	76	185	21	0	0
Cluster-10.887	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
Cluster-10.888	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	6	0	0	40	0	0	31	0	0	0	0	188	0	0	1	0	163	0	0	0	0	81	0	0	0	0	0
Cluster-10.889	1	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.890	0	1	1088	0	0	1	0	0	193	0	0	0	0	0	623	0	0	0	0	0	0	0	55	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	244	0	0	331	706	0	0	0	1495	2	0	225	0	287	0	0	237	0	129	0	1	212	0	0
Cluster-10.892	0	0	2	14	5	0	0	0	0	1	0	0	0	0	12	0	0	202	0	0	0	14	22	0	0	4	657	782	1	2	0	0	0	0	18	0	0	208	1	0	638	1	0	0
Cluster-10.893	0	0	0	7	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	31	0	22	68	0	0	0	1	41	0	0	0	0	103	0	0	128	0	105	3	0	11	0	0
Cluster-10.894	1	0	5	0	1	0	0	0	0	0	4	0	17	2	14	1	0	4	9	0	0	0	2	0	0	0	5	15	2	0	16	5	2	6	5	0	7	1	7	5	0	0	0	2
Cluster-10.895	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	4	0	0	0	0	29	0	11	39	51	0	0	0	171	0	0	90	0	35	0	0	36	0	12	1	33	37	0	0
Cluster-10.896	33	1	39	1	5	1	323	0	4	0	0	3	2	0	12	0	0	4	0	0	4	3	0	7	2512	7	390	1759	7	38	1379	2	0	2	1	13	1	2	5	2	2	510	0	4
Cluster-10.897	0	0	0	0	0	1	0	24	0	0	0	0	1	0	0	0	0	0	0	0	6	1	0	0	0	1	1	0	0	9	0	0	0	2	2	0	0	0	0	444	0	3	0	0
Cluster-10.898	0	0	77	1	901	21	4	3	157	1	37	0	0	2	76	19	0	7	1	0	2	2	131	9	5	7	3	19	29	14	0	92	0	11	920	20	0	0	7	50	0	34	0	1
Cluster-10.899	0	0	28	0	1	3	10	0	4	3	13	0	8	6	8	1	2	16	17	0	9	0	1	10	67	6	8	78	3	761	15	10	0	20	0	10	78	0	5	5	24	4	0	1
Cluster-10.900	1	0	17	0	0	0	3	2	1	0	5	0	3	1	3	0	0	2	4	0	2	0	0	3	13	1	6	9	5	225	4	17	0	7	0	0	4	0	6	3	3	2	0	0
Cluster-10.901	1	0	0	0	0	2	0	0	0	0	0	0	7	0	0	0	0	0	10	0	9	0	0	7	90	0	0	0	1	0	0	0	0	7	11	0	84	15	0	0	51	3	0	0
Cluster-10.902	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	851	0	2	404	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.903	87	0	15	63	135	33	31	54	12	34	201	1	15	79	35	99	23	8	36	0	20	96	22	17	169	14	23	38	7	115	9	55	110	39	0	0	63	1	20	25	9	88	128	30
Cluster-10.904	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	182	0	0	0	1	1	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0
Cluster-10.905	0	0	0	0	0	0	0	0	0	0	0	0	437	1	0	6	0	0	0	0	0	0	146	0	0	0	1	2	0	0	0	273	0	0	0	1	37	2	1	2	822	0	0	0
Cluster-10.906	393	0	3	1	2	3	6	4	4	1	2	0	2	1140	1	0	0	2	18	0	0	21	0	0	0	0	1	3	2	0	5	27	0	0	1	0	0	6	1	0	25	1	1	3
Cluster-10.907	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	1
Cluster-10.908	0	0	0	1	3512	3	2	0	0	0	4	0	0	4	0	0	1	3	0	0	0	8	0	1	4	2	0	3	0	10	1	2	0	0	3	0	0	13	1	1	1	1	0	0
Cluster-10.909	0	0	0	0	2	0	29	0	1	0	0	0	560	0	0	0	41	0	0	0	716	0	0	656	1	0	0	0	0	0	0	0	3	769	14	0	92	2	1043	15	2	0	1	0
Cluster-10.910	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	1112	2059	0	1	265	0	0	0	0	0	106	5	0	0	0	5	0	0
Cluster-10.911	0	1	0	0	4	0	0	0	0	13	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	24	0	0	0	0	1	1	2	60	0	0	0	0
Cluster-10.912	0	0	1	0	685	0	0	0	0	0	0	0	185	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	1	0	0	0	0	0	0
Cluster-10.913	0	0	0	1	896	0	877	0	0	2	1	0	792	12	0	1	4	1787	1	0	1	0	0	6	0	0	1	0	0	2	0	0	44	3	0	0	5	0	5	0	0	343	0	0
Cluster-10.914	0	0	0	0	0	0	1	255	0	0	0	0	178	0	0	0	39	0	0	0	0	0	0	14	0	16	3	198	8	1	338	1	0	532	4	186	42	0	1281	2	1111	2	0	0
Cluster-10.915	0	0	0	0	4	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	9	0	27	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0
Cluster-10.916	0	0	334	0	5	0	0	0	0	2	4	0	1	1	31	0	0	0	1	0	0	0	0	1	0	0	0	4	5	5	0	0	0	1	0	0	1	0	0	0	0	0	0	0
Cluster-10.917	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Cluster-10.918	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.919	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	2	0	0	0	0	23	0	20	71	0	0	1	6	1108	659	0	47	0	48	0	0	20	0	23	2	0	1	0	0
Cluster-10.920	0	0	0	4	0	0	0	0	0	58	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	10	0	0	0	0
Cluster-10.921	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	36	0	0	0	0	0	0	18	0	10	2	200	8	2	393	2	1	593	13	0	35	0	1306	2	768	0	0	0
Cluster-10.922	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	25	0	0	6	0	0	0	0	7	0	0	0	0	2	0	3	0	0	0
Cluster-10.923	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.924	0	0	0	0	0	0	0	0	0	0	396	0	0	0	0	6	0	0	669	1	0	0	0	0	0	0	0	0	0	1	0	298	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.925	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	15	0	0	39	1043	0	0	0	0	6	0	1	0	39	0	0	12	0	19	0	0	4	0	1
Cluster-10.926	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	89	293	0	258	4	0	2	0	0	0	1	0	0	0	100	3	0	0
Cluster-10.927	0	0	0	0	0	0	63	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1243	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Cluster-10.928	0	0	0	0	655	0	0	0	0	0	0	0	87	0	0	0	40	0	0	0	129	0	4	0	0	7	398	987	830	5	138	1	0	0	1232	0	688	2	0	1	2	0	0	1
Cluster-10.929	202	0	0	0	0	275	0	2	0	1	701	0	0	0	0	0	0	0	3	0	0	0	0	0	24	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	12	0	0	90
Cluster-10.930	0	0	106	0	0	0	0	4	0	0	0	0	0	0	89	0	0	0	6	0	0	0	62	0	0	3	8	3	0	31	0	0	0	1	0	0	0	0	0	3	0	0	0	3
Cluster-10.931	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	3	8	0	5	0	0	3	0	0	1	0	0	0	0	0	0	0
Cluster-10.932	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.933	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	487	1175	1	8	1741	0	0	0	0	11	0	2	0	2	3754	0	0	0
Cluster-10.934	0	0	0	2	11	0	14	5	5	0	0	0	11	289	0	1	2	3	0	0	5	9	0	9	5	0	6	26	22	279	4	12	0	19	22	20	11	0	13	9	32	6	0	0
Cluster-10.935	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	9	1	1	0	640	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.936	0	0	50	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	2	0	0	2	4	2	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0
Cluster-10.937	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	4	23	0	0	0	1	0	1	1	0	2	0	3	2	0	0	0	0	0	0	0	0	0	1	0	0	9
Cluster-10.938	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	26	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	2	0	0	2
Cluster-10.939	0	0	0	0	0	55	1	0	0	0	2	0	182	0	0	0	0	0	0	0	1	0	0	12	0	0	0	0	0	0	0	0	0	360	0	9	11	0	13	0	21	156	1	0
Cluster-10.940	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	8	0	0	0	2	5	0	0	3	0	0	3	0	0	12	0	0	0	1	0	0	0
Cluster-10.941	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	4	0	0	1	0	0	0	0	1	0	0	1	0	0
Cluster-10.942	0	0	0	0	0	2	0	0	0	0	14	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	2	2	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0
Cluster-10.943	0	0	2	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0
Cluster-10.944	0	0	13	0	0	0	0	2	2	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	6	0	1	13	1	23	4	10	0	2	0	0	2	1	0	3	4	2	1	0
Cluster-10.945	0	0	0	0	0	2	0	0	0	0	38	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	3	6	3	0	1	0	0	4	0	0	4	0	2	0	1	3	0	0
Cluster-10.946	1	0	2	0	1	6	0	0	0	0	26	0	0	0	2	0	1	0	1271	0	0	1	0	1	3	0	4	13	6	0	9	3	0	1	0	0	1	0	4	0	0	1	0	1
Cluster-10.947	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.948	14	0	0	17	24	11	8	9	0	4	18	0	1	9	3	35	6	0	1	0	215	26	1	582	19	0	0	0	12	1	1	6	26	699	4	1	1	0	370	3	1	885	52	3
Cluster-10.949	0	0	0	0	0	451	0	21	0	0	0	0	1	0	0	0	426	1989	1	0	0	0	0	0	0	0	13	7	11	0	17	0	0	0	0	0	0	0	1	49	0	23	1	1
Cluster-10.950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	19	0	1	0	2	1	0	0	0	6	5	0	2	1	0	4	0	0	4	0	2	0	0	0	0	0
Cluster-10.951	1	0	0	0	0	1	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.952	0	0	37	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.953	2	0	10	0	0	32	246	136	3	2	17	0	2	18	10	2	32	12	1	0	6	19	27	5	8	2	10	14	3	1228	9	5	8	11	39	0	23	1	0	0	0	6	0	271
Cluster-10.954	0	0	0	29	2	0	1	0	0	0	1	0	346	0	1	1	8	0	0	0	16	62	666	0	0	1	4	20	1	1	1	0	0	0	178	0	154	0	0	0	1	0	0	0
Cluster-10.955	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.956	0	0	0	0	252	0	0	0	0	0	0	0	15	0	0	0	7	0	0	0	23	0	1	0	0	0	226	399	0	0	63	0	0	0	163	0	160	0	0	0	0	0	0	0
Cluster-10.957	0	0	25	0	11	0	0	0	0	2	0	0	9	0	1	0	0	1	0	0	4	0	1	0	0	0	0	1	8	0	0	0	0	0	2	0	68	0	0	0	9	0	0	0
Cluster-10.958	0	0	1	3	0	0	0	0	0	0	0	0	0	0	2	0	0	3	24	0	0	0	0	0	0	0	0	0	0	13	2	2	1	0	0	0	0	0	0	0	0	0	0	3
