	SFC-023_S32_L002_alignment.bam	SFC-025_S33_L002_alignment.bam	SFC13_S23_L002_alignment.bam	SFC14_S17_L001_alignment.bam	SFC15-CM_S29_L002_alignment.bam	SFC16_S6_L001_alignment.bam	SFC17_S7_L001_alignment.bam	SFC-18_S20_L002_alignment.bam	SFC19_S24_L002_alignment.bam	SFC-21_S22_L002_alignment.bam	SFC22_S9_L001_alignment.bam	SFD1-CM_S28_L002_alignment.bam	SFM-10_S1_L001_alignment.bam	SFM-1_S11_L001_alignment.bam	SFM-3_S12_L001_alignment.bam	SFM-5_S2_L001_alignment.bam	SFM-6_S3_L001_alignment.bam	SFM-7_S13_L001_alignment.bam	SFM-8_S8_L001_alignment.bam	SFM9_S10_L001_alignment.bam	SFU2_S5_L001_alignment.bam	SFU-3_S21_L002_alignment.bam	SXC2_S4_L001_alignment.bam	IFC63_S16_L001_alignment.bam	IFC66_S31_L002_alignment.bam	IFD6_S1alignment.bam	IFD8_S2alignment.bam	IFM047_S10alignment.bam	IFM-049_S6alignment.bam	IFM050_S11alignment.bam	IFM054_S12alignment.bam	IFM058_S13alignment.bam	IFM060_S14alignment.bam	IFM061_S15alignment.bam	IFM12_S16alignment.bam	IFM14_S7alignment.bam	IFM21_S3alignment.bam	IFM23_S4alignment.bam	IFM24_S5alignment.bam	IFM26_S8alignment.bam	IFM27_S9alignment.bam	IFM53_S14_L001_alignment.bam	IFM56_S15alignment.bam	IFM57_S30_L002_alignment.bam
Cluster-10.254	0	0	0	0	0	0	6	0	0	0	0	0	3	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	18	0	0	1	0	0	1	0	0	0	0
Cluster-10.255	0	0	0	0	0	0	149	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	10	0	0	0	0	0	0	0
Cluster-10.256	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Cluster-10.257	0	0	0	0	0	0	0	61	0	2	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
Cluster-10.258	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	4	12	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
Cluster-10.259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42
Cluster-10.260	0	0	0	0	0	0	3	0	0	0	0	0	0	11	0	0	0	2	0	0	0	0	0	0	1	0	0	2	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.262	0	0	80	0	0	0	0	1	0	0	0	0	0	3	3	0	0	0	0	0	5	0	0	3	0	2	2	0	0	96	0	0	0	3	0	0	6	0	1	0	0	1	0	0
Cluster-10.263	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.264	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	1	0	1	2	64	1	0	0	0	0	0	0	0	0	0	5	0	1	0
Cluster-10.265	0	0	123	0	415	0	0	0	0	0	1	0	0	0	47	0	1	0	1	0	0	0	0	0	20	0	0	0	17	4411	0	0	0	0	0	19	0	1	0	1	230	1	79	0
Cluster-10.266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	26	0	0	4	0	0	0	0	0	0	0	3	0	0	0
Cluster-10.267	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	23	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	1	0	0	0	0	0	2	0	0	0
Cluster-10.269	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.270	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.271	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	179	0	0	0	0	0	0	0	0	0
Cluster-10.272	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	562	0	1	0	2	0	0	2	0	18	5	0	0	0	0
Cluster-10.273	0	0	0	0	0	2	91	0	18	0	0	0	0	0	1	0	4	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.274	0	0	0	2	0	0	0	0	0	2	0	0	0	28	0	0	0	0	0	0	0	37	0	0	0	0	15	79	0	0	0	0	0	1	0	0	0	0	0	4	19	0	0	0
Cluster-10.275	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1501	0	0	0	2	0	0	68	0	7	0	2	3	0	0	0	0	0	0	3	1	0	0	1	0	376
Cluster-10.276	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	755	0	0	0	0
Cluster-10.277	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	160	0	0	0	0	0	0	0	0	0
Cluster-10.278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Cluster-10.279	0	7	0	0	0	0	0	0	0	2	1	0	1238	0	0	0	1	0	0	0	0	0	0	0	31	74	2	2	0	880	1	6	0	0	0	2	109	2	0	0	1161	0	1	0
Cluster-10.280	0	0	420	0	0	4	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	146	25	0	0	0	0	0	0	0	0
Cluster-10.281	0	0	10	0	0	0	0	0	0	0	248	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.282	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	4	380	0	0	0	1	0	0	0	0	61	20	0	0	0	75	0	0	4	0	0
Cluster-10.283	2	0	0	0	0	0	0	0	0	0	0	0	21	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
Cluster-10.284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.285	0	0	0	0	0	0	2	0	0	0	0	0	353	0	1	1	0	0	1	0	1038	0	27	2034	16	0	3	1	89	4	1	64	0	1840	6	5	545	1	674	1	1	285	2	0
Cluster-10.286	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0
Cluster-10.287	0	0	0	0	0	1	1	0	0	0	4155	0	0	0	0	0	0	0	65	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.288	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	66	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	67
Cluster-10.289	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.290	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	1	33	0	28	70	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.293	0	0	9	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.294	0	1	1	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1846	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.297	0	0	0	0	0	0	0	0	0	0	142	0	0	0	1	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	1	0	0	0	0	0	0	0
Cluster-10.298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0
Cluster-10.299	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.300	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	200
Cluster-10.301	0	0	0	46	10	0	0	0	0	1	0	0	2	0	37	0	0	773	0	0	0	50	110	0	0	0	217	302	1	0	1	0	0	0	0	1	2	70	0	1	188	2	0	0
Cluster-10.302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	11251	2	1	0	3	2	0	2	0	1	2	1	0	0	0
Cluster-10.303	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.304	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	17	0
Cluster-10.305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	60	10	0	0	0	0	40	0	0	0
Cluster-10.306	0	0	1	0	0	0	2	1	51	0	0	0	2	0	0	0	0	4	4	0	0	0	0	1	3	0	2	6	30	33	3	0	0	0	0	0	1	0	0	0	2	0	0	0
Cluster-10.307	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	3	2	0	0	0	0	0	11	0	0	1	90	45	0	1	0	0	0
Cluster-10.308	0	1	0	0	0	0	723	0	0	12	71	0	0	2	1	0	1	0	0	0	7	0	22	0	0	0	0	0	0	1	0	0	24	0	0	0	0	0	0	0	0	0	0	85
Cluster-10.309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	2102	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Cluster-10.311	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.312	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1	0	1	1	8	45	0	19	0	0	35	146	0	4	0	71	0	7	0	0	0
Cluster-10.313	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.314	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.315	3	0	4	15	2	8	5	0	1	20	62	0	0	10	36	21	5	19	3048	0	1	3	10	0	25	19	8	19	0	16	17	56	15	0	0	0	0	0	0	0	6	0	2	227
Cluster-10.316	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.317	4	1	0	4	5	2	1	2	0	1	3196	0	3	6	1	9	1	1	498	0	0	5	2	1	4	0	0	0	0	3	0	1	12	4	0	0	0	0	0	0	0	3	4	121
Cluster-10.318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	0	0	0	0	0	0	1	1	0	0	0	0	0	0
Cluster-10.319	0	0	3	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0
Cluster-10.320	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.321	0	0	0	0	0	0	424	0	0	0	2	0	0	0	0	0	0	0	1	0	8	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	3	8	0	0	1	0	0
Cluster-10.322	0	2	165	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.323	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.324	1	0	0	1	0	0	0	0	1	0	1	0	0	1	2	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	245	0
Cluster-10.325	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	58	8	0	0	0	0	62	0	0	0
Cluster-10.327	0	0	5	11	1	0	1	0	1	0	1	0	0	0	49	0	1	11	5	0	0	1	0	0	2	0	1	4	0	4	7	0	1	0	0	0	0	0	0	0	0	0	0	3
Cluster-10.328	0	0	0	0	82	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	9	0	0	0	0	0
Cluster-10.329	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1392	0	0	0	1	0	0	0	0	0	0	0	0	0	28
Cluster-10.330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	151	21	0	0	0	0	205	0	0	0
Cluster-10.331	1	0	0	0	0	0	0	0	0	1	163	0	0	0	1	17	0	0	59	0	0	1	0	1	0	0	0	0	1	1	0	248	0	1	0	0	0	0	0	0	0	0	0	34
Cluster-10.332	0	0	0	0	11	0	506	0	0	0	0	0	484	0	0	0	0	165	1	1	35	0	0	64	0	0	0	0	0	170	0	0	0	137	44	15	84	1	88	0	0	0	0	0
Cluster-10.333	0	0	0	0	469	0	1	0	0	0	0	0	137	0	0	0	7	0	0	0	24	0	1	0	0	3	6	12	424	201	0	0	0	0	102	0	136	0	1	0	0	0	0	0
Cluster-10.334	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	2	9	0	0	11	0	0	2	0	0	0	0	4	0	0	0	0	0
Cluster-10.335	0	0	7	0	0	1	1	0	1	0	11	0	0	3	1	0	1	7	1	0	1	0	0	2	18	0	3	26	2	25	6	3	0	4	0	0	6	1	0	3	8	3	2	0
Cluster-10.336	0	0	1	0	0	0	4	1	0	0	6	0	225	0	0	0	0	1	8	0	0	0	0	28	1	1	0	0	2	3	0	47	1	807	6	0	3	2	1336	1	0	0	0	0
Cluster-10.337	0	0	0	1	0	0	1	47	0	0	1446	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138
Cluster-10.338	0	0	0	5	1	0	0	0	1	0	2	0	0	0	0	0	0	0	5	0	0	6	0	0	0	3	1	0	1	9582	1	2	0	2	2	1	1	0	1	0	2	0	0	0
Cluster-10.339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2643	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Cluster-10.341	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0
Cluster-10.342	0	0	0	0	0	0	1673	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	0	0	3	0	0	0	0	0	0
Cluster-10.343	0	0	117	0	26	0	0	0	0	0	412	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13
Cluster-10.344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.345	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	21	0	0	0	0	0	0	0	0	0	2	0	0
Cluster-10.347	0	0	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	1	1	1	4	0	7	0	0	2	46	0	0	0	4	0	0	6	0	7	0	0	0	0	12
Cluster-10.348	0	0	18	2	50	120	22	55	27	9	49	0	42	99	13	7	14	39	0	0	26	8	0	25	908	3	26	44	67	547	19	195	0	74	248	4	31	2	48	26	21	25	0	8
Cluster-10.349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	635	0	0	0	0	0	0	0	0	0
Cluster-10.350	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	4	0	0	0	0	1	0	0	2	0
Cluster-10.351	0	30	4	0	5	0	31	2	0	0	9	0	4	94	0	1	0	8	1	0	234	0	776	0	8	4	1	13	1	1	1	9	1	2	5	0	0	2	0	15	0	1	0	2
Cluster-10.352	0	0	0	57	0	0	48	0	0	0	4	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.353	18	0	35	0	0	0	1	0	0	0	0	0	0	1	13	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	3	0	0	1	0	0	0	0	0	0
Cluster-10.354	1	1	91	10	0	0	0	15	0	0	0	0	0	0	32	0	0	0	0	0	7	1	0	0	0	0	0	0	6	0	0	0	0	5	0	0	3	0	10	48	0	0	0	0
Cluster-10.355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.356	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	30	0	0	0	17	98	3	1	189	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.357	0	3	0	2	186	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	1	0	8	0	2	85	1120	230	8	599	0	1	34	0	0	0	0	24	10	90	4	0	0
Cluster-10.358	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323
Cluster-10.359	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	128	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	47	0	0	0	0
Cluster-10.361	0	0	2	0	0	2	1	0	2	0	2	0	1	3	2	1	0	3	2	0	1	0	0	0	19	0	0	6	1	10	4	3	0	3	0	0	10	0	2	1	4	1	0	0
Cluster-10.362	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	12	0	2	0	0	0	0	0
Cluster-10.363	0	0	0	0	0	0	2	0	0	0	398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1717	0	0	0	0	0	0	0	0	2	1	0	0	0	63
Cluster-10.364	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Cluster-10.365	0	0	0	0	0	0	0	0	0	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2108	0	0	0	0	0	0	0	0	0	0	0	0	0	25
Cluster-10.366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.367	0	0	0	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	77
Cluster-10.368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.369	3	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	6	0	3	4	0	10	3	5	0	1	0	0	7	0	1	0	2	0	0	0
Cluster-10.370	0	0	0	1	0	160	1	7	0	0	3	0	3	1	0	0	135	10662	3	0	0	0	0	2	0	1	11	11	1	15	22	2	0	0	0	0	0	0	0	11	0	28	2	0
Cluster-10.371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0
Cluster-10.372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.373	0	0	0	14	0	0	291	0	0	0	899	0	0	0	0	11	0	3	1948	0	0	273	0	0	0	0	0	0	1	1	0	1049	84	4	7	0	0	0	11	0	0	0	0	9
Cluster-10.374	0	0	0	0	6	0	266	0	13	16	1	0	4	0	0	0	0	0	0	0	1	0	0	0	0	2	1	1	0	10131	0	0	0	0	0	2	2	1	0	2	5	0	0	0
Cluster-10.375	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	9	0	0	2	7	0	0
Cluster-10.377	7	0	0	7	18	3	5	3	0	5	13	0	0	7	4	6	3	0	0	0	1	18	1	0	5	12	1	1	0	1287	0	0	12	0	0	0	0	0	0	0	0	6	9	0
Cluster-10.378	0	0	0	53	0	0	172	0	0	3	7	0	0	0	0	0	0	105	0	0	1	58	0	0	0	0	0	0	0	64	0	0	5	0	825	0	0	0	0	1	0	0	0	3
Cluster-10.379	1	0	0	0	0	1	2	1	0	0	0	0	4	0	0	0	0	0	3	0	5	0	0	1	26	0	0	2	1	34	1	1	0	6	12	0	20	0	1	1	21	1	0	0
Cluster-10.380	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	84	2	2	0	0	0	0	0
Cluster-10.381	1	0	0	0	0	3	0	0	0	0	0	0	18	0	0	0	0	0	9	0	12	0	0	4	54	0	0	0	0	1	0	0	0	24	11	0	36	2	0	0	3	7	0	0
Cluster-10.382	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0
Cluster-10.383	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cluster-10.385	0	0	0	2	0	0	1857	0	0	0	1	0	0	0	0	0	0	0	3	0	152	8	0	0	0	24	0	2	0	6	1	0	9	0	0	12	1	1	0	0	0	0	0	0
Cluster-10.386	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	1	0	0	0	0	0	0	0	0	0	0	117	0	0	0
Cluster-10.387	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Cluster-10.388	1089	0	0	0	0	0	0	12	0	5	0	0	0	2089	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	4	0	1	0	1	69	1	0	0
Cluster-10.389	0	0	0	0	0	0	0	0	0	0	40	0	0	1	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
