DBLd1,4167
NTSB,3137
CIDRb1,842
DBLz4,536
DBLa0.13,472
DBLb5,466
DBLa0.5,415
DBLb10,378
DBLa0.16,352
DBLa0.19,336
CIDRa3.4,334
CIDRa2.3,323
DBLg10,311
CIDRa2.8,276
CIDRg10,269
DBLd4,265
DBLa1.1,258
DBLd2,246
DBLb11,226
DBLd7,220
CIDRa2.6,219
DBLa0.1,206
DBLb12,187
DBLe12,183
DBLz5,180
DBLg1,174
DBLa0.15,170
DBLe11,167
DBLb7,164
DBLg9,164
CIDRa2.9,158
CIDRb5,157
DBLe1,157
CIDRb6,154
DBLg3,148
DBLz6,145
CIDRa3.1,139
DBLb2,138
DBLg7,136
DBLa0.3,133
DBLe9,127
DBLa0.11,125
CIDRg9,125
CIDRb7,122
CIDRa2.10,116
CIDRg2,111
DBLg5,111
CIDRg7,110
CIDRg1,109
DBLz1,107
DBLg11,105
CIDRa2.2,102
DBLb4,94
DBLb6,93
DBLb3,89
DBLg8,83
DBLa1.8,81
DBLa0.9,80
CIDRa3.2,79
DBLd5,78
DBLa0.22,74
DBLa0.6,73
DBLb1,71
CIDRa2.5,68
DBLa0.17,67
DBLa0.14,67
DBLa0.8,66
DBLb8,65
CIDRa1.2,65
DBLa0.24,61
NTSA,56
DBLe6,56
CIDRb2,54
DBLa0.23,54
DBLa0.18,54
DBLd9,54
DBLa1.2,52
DBLe5,51
DBLd3,50
CIDRg4,50
DBLg6,49
DBLa0.10,48
DBLb13,48
CIDRb3,46
DBLz3,46
CIDRa5,46
CIDRg5,45
DBLa0.7,45
DBLe3,42
CIDRa4,42
CIDRa2.4,39
DBLg18,38
DBLd8,31
CIDRg8,31
DBLb9,28
DBLg4,27
DBLa0.2,27
CIDRa1.8,25
DBLz2,24
CIDRg11,23
DBLa0.12,21
DBLd6,20
DBLg15,19
DBLg13,18
DBLe7,18
CIDRa2.1,17
DBLe2,15
DBLg12,12
DBLa0.20,12
DBLa2,12
CIDRb4,11
CIDRa3.3,11
CIDRa6,11
DBLg14,10
DBLe4,10
CIDRg6,10
DBLa1.6,8
CIDRg12,8
DBLpam1,8
DBLe14,6
CIDRa2.7,5
DBLa0.4,5
CIDRa2.11,4
DBLa1.7,4
DBLg16,3
DBLe8,3
DBLa0.21,3
DBLa1.5,3
DBLa1.4,3
CIDRa1.7,3
DBLe10,2
DBLg2,2
CIDRd1,2
DBLepam5,1
DBLepam4,1
CIDRg3,1
NTSpam,1
