NTSB,2884
DBLd1,2341
CIDRb1,721
DBLb10,416
CIDRb5,301
CIDRa3.4,275
DBLb5,229
DBLe3,215
DBLz4,213
DBLa0.16,211
DBLa1.4,201
DBLb1,180
CIDRa3.2,170
CIDRb6,167
DBLg5,149
CIDRg10,148
CIDRa3.1,146
DBLd4,138
DBLe7,123
DBLepam5,119
CIDRg4,109
CIDRg11,103
DBLd7,103
DBLa0.1,100
DBLg11,96
DBLd3,96
DBLa0.11,94
DBLg16,90
DBLepam4,86
DBLe2,84
DBLa0.3,84
DBLe10,81
DBLg8,81
DBLe6,77
DBLb12,77
DBLa0.17,74
DBLg15,72
DBLz1,70
DBLg3,70
CIDRa1.3,68
DBLd5,67
CIDRg9,67
CIDRa3.3,64
CIDRb7,63
DBLg10,62
DBLb2,62
DBLe4,57
DBLa0.24,56
DBLpam3,56
DBLb3,55
DBLa0.15,52
DBLa0.22,49
DBLa0.13,49
DBLg13,48
DBLd2,48
CIDRa2.8,48
NTSA,48
DBLa0.9,48
DBLe5,47
DBLe1,46
DBLb4,43
DBLb8,42
CIDRa6,42
DBLe9,40
DBLz6,39
DBLpam2,39
CIDRa2.4,38
DBLa0.4,37
DBLa0.12,36
DBLa0.19,34
CIDRa2.5,34
CIDRg1,34
CIDRg5,34
DBLa0.5,34
DBLa0.14,33
DBLb13,33
DBLg6,32
CIDRa2.9,31
CIDRa2.2,31
DBLpam1,31
DBLa0.23,30
CIDRg2,30
CIDRb3,29
DBLa0.20,29
DBLd9,28
DBLb6,27
DBLe14,25
DBLa0.7,25
DBLd8,23
CIDRa2.10,23
DBLa1.1,23
DBLg2,23
DBLb9,21
CIDRa2.6,21
CIDRb4,20
DBLg9,19
DBLa0.6,19
CIDRg7,18
CIDRpam,17
DBLa2,17
DBLd6,16
DBLg14,15
CIDRa1.6,14
DBLg4,14
DBLb7,13
DBLa0.10,13
DBLa0.8,13
DBLa0.18,12
DBLa1.5,12
DBLa1.6,12
DBLz5,11
DBLz3,11
CIDRa4,11
DBLg1,11
CIDRa2.11,10
CIDRa1.8,10
CIDRa2.1,10
CIDRg12,9
CIDRa5,8
CIDRa1.1,8
DBLa0.21,6
CIDRd1,6
DBLg17,5
DBLz2,5
DBLa1.2,5
CIDRa2.3,5
CIDRd2,5
DBLg12,4
DBLe8,4
DBLg7,4
DBLa0.2,4
CIDRa1.4,3
DBLa1.7,3
DBLb11,3
CIDRa3.5,2
CIDRg8,2
DBLe11,1
DBLa1.3,1
DBLa1.8,1
CIDRa1.5,1
CIDRa2.7,1
CIDRg6,1
NTSpam,1
