DBLd1,11507
NTSB,3894
CIDRb1,2544
DBLb5,1355
DBLa0.3,1266
DBLb12,1168
CIDRb5,1037
DBLz4,950
DBLa0.15,827
DBLb10,815
DBLb13,790
DBLz3,779
DBLe3,693
DBLb3,691
CIDRg10,653
CIDRa6,644
DBLg11,636
DBLb7,617
DBLe2,607
CIDRa3.1,588
DBLa0.5,582
DBLb6,549
DBLa1.4,528
DBLd7,524
CIDRa3.2,520
DBLd3,513
DBLa0.4,505
DBLe1,441
DBLa1.1,430
DBLg14,401
DBLg10,400
DBLb2,394
CIDRb6,391
DBLb11,384
DBLz1,382
DBLg3,375
DBLd5,370
CIDRa2.5,350
DBLg1,347
DBLa0.1,328
DBLg17,322
DBLb8,304
CIDRa1.6,298
DBLg8,288
CIDRb3,283
DBLa0.12,270
CIDRa2.6,267
DBLa0.13,263
DBLb4,258
DBLd9,252
DBLd6,228
NTSA,225
DBLd4,224
DBLa2,211
DBLg6,211
CIDRa1.1,207
DBLe5,194
DBLa0.6,190
CIDRg9,189
CIDRa2.11,187
CIDRa5,185
DBLa0.11,182
DBLg4,181
CIDRa1.2,171
DBLa1.2,163
CIDRa2.10,153
CIDRa2.8,151
DBLa0.21,147
DBLg13,141
DBLa0.8,141
DBLb1,138
CIDRa2.1,136
CIDRa2.4,134
CIDRb4,133
CIDRb7,126
DBLa0.22,125
DBLa0.23,123
DBLa1.8,122
CIDRa2.3,121
DBLa0.7,121
CIDRa2.2,119
DBLg5,111
DBLz5,102
CIDRa3.3,100
CIDRa3.4,95
DBLg9,93
CIDRa4,88
CIDRa1.5,87
CIDRg4,87
DBLa0.16,82
DBLa0.19,82
DBLa1.6,82
DBLa0.9,79
DBLepam5,77
DBLe10,73
DBLa0.10,69
DBLa0.18,69
DBLa0.14,58
CIDRg7,57
DBLe14,56
DBLd2,55
DBLepam4,55
DBLb9,54
CIDRa2.9,54
DBLg16,53
CIDRa1.8,50
CIDRg11,44
DBLz6,44
DBLpam3,43
DBLg15,42
DBLa0.24,37
DBLz2,36
DBLa0.17,33
DBLe12,33
DBLpam2,26
DBLd8,25
DBLg18,23
DBLa1.3,21
DBLpam1,20
CIDRpam,19
CIDRg5,19
CIDRg2,17
DBLg2,17
DBLg12,16
CIDRb2,15
DBLa0.20,15
CIDRa1.7,14
DBLa0.2,13
CIDRg1,12
CIDRg12,11
DBLe6,9
CIDRa2.7,9
DBLe9,8
DBLe13,5
DBLa1.7,5
CIDRa1.3,2
CIDRg3,2
CIDRg8,2
DBLe7,1
CIDRa1.4,1
CIDRg6,1
