DBLd1,3393
NTSB,1706
DBLa0.3,728
CIDRb5,611
CIDRb1,586
CIDRa3.2,530
DBLa0.1,501
DBLa0.15,489
CIDRa2.3,481
DBLa0.13,434
CIDRa3.1,419
CIDRa2.2,390
DBLd4,388
DBLb5,349
DBLa0.19,349
CIDRa3.4,296
DBLa0.11,286
DBLz4,276
CIDRg10,262
DBLa0.9,231
DBLa0.6,228
DBLd7,199
DBLa0.23,195
DBLa0.24,194
CIDRg1,179
DBLa0.7,178
DBLa0.5,159
DBLa0.12,158
CIDRb7,146
DBLd3,145
DBLa0.8,144
DBLa0.22,143
CIDRa4,140
DBLd5,139
DBLg5,134
DBLa0.16,131
CIDRa3.3,130
DBLb11,128
DBLa1.6,127
DBLg13,114
DBLe1,114
DBLg1,113
DBLg16,112
DBLb8,109
DBLz6,100
DBLb6,99
CIDRa2.10,96
DBLa1.1,96
DBLa0.10,94
DBLg17,89
DBLg9,85
DBLb12,85
DBLa0.17,84
CIDRa5,83
CIDRd1,82
DBLg11,81
DBLg10,77
DBLa0.20,74
CIDRa2.4,72
DBLg8,71
DBLg7,70
DBLa0.14,69
DBLg3,69
DBLb2,68
DBLz2,68
DBLb3,67
DBLz1,65
DBLd2,61
DBLa1.8,61
NTSA,61
DBLa2,59
CIDRa2.8,59
CIDRb6,58
DBLe4,57
DBLe11,56
DBLa0.18,56
DBLb4,54
DBLa0.4,54
CIDRg8,54
DBLe6,49
DBLe9,47
DBLa0.21,45
CIDRa2.5,43
CIDRa2.7,43
DBLe5,42
CIDRa1.2,42
DBLb10,41
DBLd6,39
DBLb7,39
CIDRb2,38
DBLz3,38
CIDRg7,36
DBLg12,34
CIDRa2.1,34
DBLg14,33
DBLe12,33
DBLa0.2,33
DBLz5,31
DBLd9,29
CIDRg2,27
CIDRg5,27
DBLg6,27
DBLa1.7,26
CIDRg12,25
CIDRa2.6,25
DBLb13,24
DBLg4,23
CIDRb4,22
CIDRb3,22
DBLb1,20
CIDRa2.9,20
DBLd8,19
CIDRg11,17
DBLa1.4,14
DBLa1.2,14
CIDRd2,14
CIDRg9,13
DBLe3,12
DBLg15,9
CIDRa6,9
DBLa1.5,9
DBLb9,8
DBLg2,8
CIDRg4,7
CIDRa3.5,6
DBLg18,5
CIDRa2.11,5
CIDRa1.6,5
CIDRa1.8,5
DBLe10,4
DBLe14,3
DBLepam4,3
DBLpam3,3
CIDRpam,2
CIDRa1.4,2
CIDRg3,2
DBLa1.3,2
DBLpam1,2
DBLe2,1
DBLepam5,1
